"Location","Phase","Trap","Base","Cheese","Charm","Mouse","Loot","Qty","Sample"
"Labyrinth","-","-","-","-","-","Lost","Simple Orb",0.13698924731182796,4650
"Labyrinth","-","-","-","-","-","Lost Legionnaire","Simple Orb",0.258692365835223,5292
"Labyrinth","-","-","-","-","-","Lost Legionnaire","Flawed Orb",0.06557067271352986,5292
"Labyrinth","-","-","-","-","-","Mush Monster","Cavern Fungus",6.970959595959596,1584
"Labyrinth","-","-","-","-","-","Mushroom Harvester","Cavern Fungus",3.036308623298033,1322
"Labyrinth","-","-","-","-","-","Nightshade Nanny","Cavern Fungus",2.5029126213592234,515
"Labyrinth","-","-","-","-","-","Nightshade Nanny","Nightshade",3,515
"Labyrinth","-","-","-","-","Nightshade Farming Charm","Nightshade Nanny","Nightshade",4,515
"Labyrinth","-","-","-","-","Super Nightshade Farming Charm","Nightshade Nanny","Nightshade",4,515
"Labyrinth","-","-","-","-","-","Reanimated Carver","Lantern Oil",3.3536299765807964,854
"Labyrinth","-","-","-","-","-","Reanimated Carver","Divine Orb",0.0234192037470726,854
