"Location","Phase","Cheese","Charm","Attraction Rate","Mouse","Sample Size"
"Gloomy Greenwood","-","SB+","-","20.17%","Shortcut",23354
"Gloomy Greenwood","-","SB+","-","14.98%","Tricky Witch",23354
"Gloomy Greenwood","-","SB+","-","9.95%","Grey Recluse",23354
"Gloomy Greenwood","-","SB+","-","9.87%","Zombot Unipire",23354
"Gloomy Greenwood","-","SB+","-","9.83%","Cobweb",23354
"Gloomy Greenwood","-","SB+","-","9.67%","Candy Goblin",23354
"Gloomy Greenwood","-","SB+","-","9.08%","Candy Cat",23354
"Gloomy Greenwood","-","SB+","-","8.88%","Teenage Vampire",23354
"Gloomy Greenwood","-","SB+","-","7.57%","Sugar Rush",23354
"Gloomy Greenwood","-","Gouda","-","15.00%","Teenage Vampire",157086
"Gloomy Greenwood","-","Gouda","-","13.89%","Cobweb",157086
"Gloomy Greenwood","-","Gouda","-","13.84%","Candy Cat",157086
"Gloomy Greenwood","-","Gouda","-","13.69%","Sugar Rush",157086
"Gloomy Greenwood","-","Gouda","-","11.96%","Zombot Unipire",157086
"Gloomy Greenwood","-","Gouda","-","11.87%","Candy Goblin",157086
"Gloomy Greenwood","-","Gouda","-","11.86%","Grey Recluse",157086
"Gloomy Greenwood","-","Gouda","-","3.97%","Shortcut",157086
"Gloomy Greenwood","-","Gouda","-","3.91%","Tricky Witch",157086
"Gloomy Greenwood","-","Monterey Jack-O-Lantern","-","25.62%","Pumpkin Hoarder",163144
"Gloomy Greenwood","-","Monterey Jack-O-Lantern","-","19.85%","Maize Harvester",163144
"Gloomy Greenwood","-","Monterey Jack-O-Lantern","-","14.89%","Trick",163144
"Gloomy Greenwood","-","Monterey Jack-O-Lantern","-","14.82%","Treat",163144
"Gloomy Greenwood","-","Monterey Jack-O-Lantern","-","11.95%","Spirit Light",163144
"Gloomy Greenwood","-","Monterey Jack-O-Lantern","-","7.89%","Gourdborg",163144
"Gloomy Greenwood","-","Monterey Jack-O-Lantern","-","4.98%","Wild Chainsaw",163144
"Gloomy Greenwood","-","Bonefort","-","20.66%","Sandmouse",235127
"Gloomy Greenwood","-","Bonefort","-","19.70%","Hollowhead",235127
"Gloomy Greenwood","-","Bonefort","-","14.91%","Dire Lycan",235127
"Gloomy Greenwood","-","Bonefort","-","14.86%","Titanic Brain-Taker",235127
"Gloomy Greenwood","-","Bonefort","-","9.97%","Mousataur Priestess",235127
"Gloomy Greenwood","-","Bonefort","-","9.89%","Creepy Marionette",235127
"Gloomy Greenwood","-","Bonefort","-","5.03%","Tomb Exhumer",235127
"Gloomy Greenwood","-","Bonefort","-","4.97%","Grave Robber",235127
"Gloomy Greenwood","-","Polter-Geitost","-","22.69%","Captain Cannonball",168657
"Gloomy Greenwood","-","Polter-Geitost","-","21.82%","Spectral Swashbuckler",168657
"Gloomy Greenwood","-","Polter-Geitost","-","21.73%","Scorned Pirate",168657
"Gloomy Greenwood","-","Polter-Geitost","-","13.92%","Spectral Butler",168657
"Gloomy Greenwood","-","Polter-Geitost","-","9.91%","Gourd Ghoul",168657
"Gloomy Greenwood","-","Polter-Geitost","-","4.97%","Admiral Arrrgh",168657
"Gloomy Greenwood","-","Polter-Geitost","-","4.96%","Ghost Pirate Queen",168657
"Gloomy Greenwood","-","Scream","-","24.81%","Hollowed Minion",77214
"Gloomy Greenwood","-","Scream","-","20.74%","Bonbon Gummy Globlin",77214
"Gloomy Greenwood","-","Scream","-","19.77%","Swamp Thang",77214
"Gloomy Greenwood","-","Scream","-","19.60%","Hollowed",77214
"Gloomy Greenwood","-","Scream","-","15.07%","Baba Gaga",77214
